PLAYER{[item0,Un-Dye][item0quantity,99][item1,none][item1quantity,0][item2,none][item2quantity,0][item3,none][item3quantity,0][item4,none][item4quantity,0][item5,none][item5quantity,0][item6,none][item6quantity,0][item7,none][item7quantity,0][item8,none][item8quantity,0][item9,none][item9quantity,0][item10,Overcoat (Cyan)][item10quantity,1][item11,none][item11quantity,0][item12,none][item12quantity,0][item13,Bunny Ears (Pink)][item13quantity,1][item14,none][item14quantity,0][item15,Cyan Dye][item15quantity,97][item16,Jeans (Cyan)][item16quantity,1][item17,none][item17quantity,0][item18,none][item18quantity,0][item19,none][item19quantity,0][item20,none][item20quantity,0][item21,Sailcloth (Cyan)][item21quantity,1][item22,none][item22quantity,0][item23,Cat Ears (Pink)][item23quantity,1][item24,Sneakers (Cyan)][item24quantity,1][item25,Short-sleeve Tee (Cyan)][item25quantity,1][item26,Sunglasses (Red)][item26quantity,1][item27,none][item27quantity,0][item28,none][item28quantity,0][item29,none][item29quantity,0][item30,none][item30quantity,0][item31,none][item31quantity,0][item32,none][item32quantity,0][item33,none][item33quantity,0][item34,none][item34quantity,0][item35,none][item35quantity,0][item36,none][item36quantity,0][item37,none][item37quantity,0][item38,none][item38quantity,0][item39,none][item39quantity,0][item40,none][item40quantity,0][item41,none][item41quantity,0][item42,Pink Dye][item42quantity,94][item43,none][item43quantity,0][item44,none][item44quantity,0][item45,none][item45quantity,0][item46,none][item46quantity,0][item47,none][item47quantity,0][item48,none][item48quantity,0][item49,none][item49quantity,0][hat,Dog Mask (Cyan)][shirt,Striped Shirt (Navy)][outerwear,clothingnone][pants,Super Shorts (Pink)][socks,Striped Socks (Cyan)][shoes,clothingnone][gloves,clothingnone][earrings,Piercing (Pink)][scarf,clothingnone][glasses,clothingnone][back,Cat Tail (Cyan)][sailcloth,Sailcloth (Navy)][accessory1,clothingnone][accessory2,clothingnone][accessory3,clothingnone][skin,Skin Peach][hair,Dirty Jack (Hair Solar Blond)][facialhair,clothingnone][eyes,Eyes Dot][gold,3000]}
SHIPPING_BIN{[id,farmShippingBin][numItems,0][area,FARM]}
PLACEABLE{[positionX,704][positionY,320][tileX,88][tileY,40][entitytype,FARMHOUSE][wallsDye,Pink Dye][roofDye,Black Dye][trimDye,Black Dye][area,FARM]}
PLACEABLE{[positionX,40][positionY,368][tileX,5][tileY,46][entitytype,GRASS][sprite,winterR][area,FARM]}
PLACEABLE{[positionX,1936][positionY,1464][tileX,242][tileY,183][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,2000][positionY,1464][tileX,250][tileY,183][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,2040][positionY,1464][tileX,255][tileY,183][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,2728][positionY,384][tileX,341][tileY,48][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,2760][positionY,384][tileX,345][tileY,48][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,2784][positionY,384][tileX,348][tileY,48][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,2800][positionY,384][tileX,350][tileY,48][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,2904][positionY,376][tileX,363][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,2920][positionY,376][tileX,365][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,2960][positionY,368][tileX,370][tileY,46][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,2960][positionY,936][tileX,370][tileY,117][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,3000][positionY,368][tileX,375][tileY,46][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,3008][positionY,872][tileX,376][tileY,109][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,3024][positionY,864][tileX,378][tileY,108][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,3072][positionY,864][tileX,384][tileY,108][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,3088][positionY,360][tileX,386][tileY,45][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,3088][positionY,864][tileX,386][tileY,108][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,3128][positionY,352][tileX,391][tileY,44][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,3136][positionY,352][tileX,392][tileY,44][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,3144][positionY,784][tileX,393][tileY,98][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,3152][positionY,784][tileX,394][tileY,98][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,3192][positionY,760][tileX,399][tileY,95][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,3200][positionY,760][tileX,400][tileY,95][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,3208][positionY,344][tileX,401][tileY,43][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,3240][positionY,760][tileX,405][tileY,95][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,3296][positionY,264][tileX,412][tileY,33][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,3328][positionY,264][tileX,416][tileY,33][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,3352][positionY,256][tileX,419][tileY,32][entitytype,GRASS][sprite,summer][area,S3]}
PLACEABLE{[positionX,176][positionY,1288][tileX,22][tileY,161][entitytype,GRASS][sprite,summer][area,S3]}
PLACEABLE{[positionX,192][positionY,2296][tileX,24][tileY,287][entitytype,GRASS][sprite,summer][area,S3]}
PLACEABLE{[positionX,208][positionY,2416][tileX,26][tileY,302][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,224][positionY,2304][tileX,28][tileY,288][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,232][positionY,2304][tileX,29][tileY,288][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,240][positionY,2416][tileX,30][tileY,302][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,256][positionY,1592][tileX,32][tileY,199][entitytype,GRASS][sprite,summer][area,S3]}
PLACEABLE{[positionX,256][positionY,2328][tileX,32][tileY,291][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,272][positionY,2432][tileX,34][tileY,304][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,296][positionY,2120][tileX,37][tileY,265][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,304][positionY,2448][tileX,38][tileY,306][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,312][positionY,1600][tileX,39][tileY,200][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,336][positionY,1608][tileX,42][tileY,201][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,336][positionY,2144][tileX,42][tileY,268][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,344][positionY,2320][tileX,43][tileY,290][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,360][positionY,2120][tileX,45][tileY,265][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,360][positionY,2224][tileX,45][tileY,278][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,360][positionY,2448][tileX,45][tileY,306][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,376][positionY,1608][tileX,47][tileY,201][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,384][positionY,2320][tileX,48][tileY,290][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,384][positionY,2448][tileX,48][tileY,306][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,392][positionY,2224][tileX,49][tileY,278][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,400][positionY,2224][tileX,50][tileY,278][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,416][positionY,2224][tileX,52][tileY,278][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,424][positionY,360][tileX,53][tileY,45][entitytype,GRASS][sprite,summer][area,S3]}
PLACEABLE{[positionX,424][positionY,2328][tileX,53][tileY,291][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,432][positionY,2224][tileX,54][tileY,278][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,448][positionY,376][tileX,56][tileY,47][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,448][positionY,2144][tileX,56][tileY,268][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,456][positionY,376][tileX,57][tileY,47][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,480][positionY,2432][tileX,60][tileY,304][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,488][positionY,2432][tileX,61][tileY,304][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,504][positionY,2432][tileX,63][tileY,304][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,528][positionY,2432][tileX,66][tileY,304][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,584][positionY,1296][tileX,73][tileY,162][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,592][positionY,1296][tileX,74][tileY,162][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,592][positionY,2072][tileX,74][tileY,259][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,624][positionY,1648][tileX,78][tileY,206][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,640][positionY,408][tileX,80][tileY,51][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,648][positionY,1648][tileX,81][tileY,206][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,656][positionY,408][tileX,82][tileY,51][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,656][positionY,2448][tileX,82][tileY,306][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,664][positionY,1360][tileX,83][tileY,170][entitytype,GRASS][sprite,summer][area,S3]}
PLACEABLE{[positionX,672][positionY,1664][tileX,84][tileY,208][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,672][positionY,2416][tileX,84][tileY,302][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,672][positionY,2448][tileX,84][tileY,306][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,688][positionY,408][tileX,86][tileY,51][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,688][positionY,2416][tileX,86][tileY,302][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,696][positionY,408][tileX,87][tileY,51][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,704][positionY,1904][tileX,88][tileY,238][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,736][positionY,1904][tileX,92][tileY,238][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,768][positionY,416][tileX,96][tileY,52][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,768][positionY,1680][tileX,96][tileY,210][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,776][positionY,1680][tileX,97][tileY,210][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,792][positionY,416][tileX,99][tileY,52][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,824][positionY,1688][tileX,103][tileY,211][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,872][positionY,1688][tileX,109][tileY,211][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,880][positionY,1688][tileX,110][tileY,211][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,1032][positionY,376][tileX,129][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1032][positionY,1312][tileX,129][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1040][positionY,376][tileX,130][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1040][positionY,1312][tileX,130][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1056][positionY,1312][tileX,132][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1064][positionY,1312][tileX,133][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1096][positionY,376][tileX,137][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1096][positionY,1312][tileX,137][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1104][positionY,928][tileX,138][tileY,116][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1104][positionY,1312][tileX,138][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1112][positionY,928][tileX,139][tileY,116][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1136][positionY,928][tileX,142][tileY,116][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1144][positionY,376][tileX,143][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1152][positionY,376][tileX,144][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1152][positionY,1312][tileX,144][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1192][positionY,1816][tileX,149][tileY,227][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1200][positionY,928][tileX,150][tileY,116][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1200][positionY,1544][tileX,150][tileY,193][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1208][positionY,376][tileX,151][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1208][positionY,928][tileX,151][tileY,116][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1216][positionY,1312][tileX,152][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1216][positionY,1544][tileX,152][tileY,193][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1224][positionY,1544][tileX,153][tileY,193][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1224][positionY,1816][tileX,153][tileY,227][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1224][positionY,2008][tileX,153][tileY,251][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1224][positionY,2304][tileX,153][tileY,288][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,1232][positionY,1544][tileX,154][tileY,193][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1240][positionY,1312][tileX,155][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1248][positionY,376][tileX,156][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1248][positionY,1312][tileX,156][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1256][positionY,776][tileX,157][tileY,97][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1272][positionY,776][tileX,159][tileY,97][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1272][positionY,928][tileX,159][tileY,116][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1272][positionY,2296][tileX,159][tileY,287][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1280][positionY,376][tileX,160][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1280][positionY,776][tileX,160][tileY,97][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1280][positionY,928][tileX,160][tileY,116][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1280][positionY,2296][tileX,160][tileY,287][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1288][positionY,776][tileX,161][tileY,97][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1296][positionY,928][tileX,162][tileY,116][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1304][positionY,376][tileX,163][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1304][positionY,1312][tileX,163][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1304][positionY,2008][tileX,163][tileY,251][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1312][positionY,1464][tileX,164][tileY,183][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1312][positionY,2008][tileX,164][tileY,251][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1328][positionY,192][tileX,166][tileY,24][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1336][positionY,1816][tileX,167][tileY,227][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1336][positionY,2288][tileX,167][tileY,286][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1344][positionY,1816][tileX,168][tileY,227][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1352][positionY,1128][tileX,169][tileY,141][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1352][positionY,2008][tileX,169][tileY,251][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1360][positionY,2264][tileX,170][tileY,283][entitytype,GRASS][sprite,summer][area,S3]}
PLACEABLE{[positionX,1368][positionY,2256][tileX,171][tileY,282][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1376][positionY,1128][tileX,172][tileY,141][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1376][positionY,1648][tileX,172][tileY,206][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1392][positionY,1464][tileX,174][tileY,183][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1392][positionY,2008][tileX,174][tileY,251][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1400][positionY,1328][tileX,175][tileY,166][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1400][positionY,1376][tileX,175][tileY,172][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1408][positionY,680][tileX,176][tileY,85][entitytype,GRASS][sprite,summer][area,S3]}
PLACEABLE{[positionX,1408][positionY,1328][tileX,176][tileY,166][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1416][positionY,688][tileX,177][tileY,86][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1416][positionY,1000][tileX,177][tileY,125][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1424][positionY,1216][tileX,178][tileY,152][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1432][positionY,688][tileX,179][tileY,86][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1432][positionY,960][tileX,179][tileY,120][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,1440][positionY,1000][tileX,180][tileY,125][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1440][positionY,1656][tileX,180][tileY,207][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1440][positionY,1808][tileX,180][tileY,226][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1448][positionY,1808][tileX,181][tileY,226][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1456][positionY,376][tileX,182][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1464][positionY,672][tileX,183][tileY,84][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1464][positionY,1656][tileX,183][tileY,207][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,1464][positionY,2128][tileX,183][tileY,266][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1472][positionY,672][tileX,184][tileY,84][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1472][positionY,1144][tileX,184][tileY,143][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1480][positionY,672][tileX,185][tileY,84][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1480][positionY,1216][tileX,185][tileY,152][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1480][positionY,1608][tileX,185][tileY,201][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1480][positionY,2256][tileX,185][tileY,282][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1488][positionY,376][tileX,186][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1488][positionY,1216][tileX,186][tileY,152][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1488][positionY,1608][tileX,186][tileY,201][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,1488][positionY,2128][tileX,186][tileY,266][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1496][positionY,1216][tileX,187][tileY,152][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1504][positionY,672][tileX,188][tileY,84][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,1504][positionY,1416][tileX,188][tileY,177][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,1512][positionY,1144][tileX,189][tileY,143][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1512][positionY,1520][tileX,189][tileY,190][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1528][positionY,776][tileX,191][tileY,97][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1528][positionY,2000][tileX,191][tileY,250][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1536][positionY,376][tileX,192][tileY,47][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,1536][positionY,1376][tileX,192][tileY,172][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1536][positionY,2256][tileX,192][tileY,282][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1544][positionY,1376][tileX,193][tileY,172][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1544][positionY,1512][tileX,193][tileY,189][entitytype,GRASS][sprite,summer][area,S3]}
PLACEABLE{[positionX,1544][positionY,1664][tileX,193][tileY,208][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,1552][positionY,1000][tileX,194][tileY,125][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1560][positionY,1000][tileX,195][tileY,125][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,1576][positionY,2256][tileX,197][tileY,282][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1584][positionY,2256][tileX,198][tileY,282][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1592][positionY,1312][tileX,199][tileY,164][entitytype,GRASS][sprite,summerL][area,S3]}
PLACEABLE{[positionX,1592][positionY,1464][tileX,199][tileY,183][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1600][positionY,1816][tileX,200][tileY,227][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1608][positionY,1816][tileX,201][tileY,227][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1616][positionY,1216][tileX,202][tileY,152][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1624][positionY,1216][tileX,203][tileY,152][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1632][positionY,376][tileX,204][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1632][positionY,1648][tileX,204][tileY,206][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1640][positionY,1216][tileX,205][tileY,152][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1640][positionY,1648][tileX,205][tileY,206][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1640][positionY,1816][tileX,205][tileY,227][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1640][positionY,2264][tileX,205][tileY,283][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1648][positionY,376][tileX,206][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1648][positionY,1216][tileX,206][tileY,152][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,1648][positionY,1312][tileX,206][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1656][positionY,1464][tileX,207][tileY,183][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1672][positionY,376][tileX,209][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1672][positionY,1648][tileX,209][tileY,206][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1680][positionY,1464][tileX,210][tileY,183][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1688][positionY,1464][tileX,211][tileY,183][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1696][positionY,1464][tileX,212][tileY,183][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1696][positionY,2280][tileX,212][tileY,285][entitytype,GRASS][sprite,summerR][area,S3]}
PLACEABLE{[positionX,1704][positionY,1464][tileX,213][tileY,183][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1704][positionY,1648][tileX,213][tileY,206][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1704][positionY,1816][tileX,213][tileY,227][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1712][positionY,376][tileX,214][tileY,47][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1712][positionY,1312][tileX,214][tileY,164][entitytype,GRASS][sprite,summerC][area,S3]}
PLACEABLE{[positionX,1720][positionY,192][tileX,215][tileY,24][entitytype,GRASS][sprite,summerC][area,S3]}
